337, 0
338, 1
339, 1
340, 1
341, 1
342, 1
343, 1
344, 1
345, 0
346, 1
347, 1
348, 1
349, 0
350, 0
351, 1
352, 1
353, 1
354, 1
355, 1
356, 1
357, 0
358, 1
359, 1
360, 1
361, 1
362, 0
363, 1
364, 1
365, 1
366, 1
367, 1
368, 1
369, 1
370, 0
371, 0
372, 0
373, 0
374, 0
375, 1
376, 1
377, 1
378, 0
379, 1
380, 1
381, 1
382, 1
383, 1
384, 0
385, 0
386, 0
387, 0
388, 0
389, 0
390, 1
391, 1
392, 0
393, 1
394, 0
395, 1
396, 0
397, 1
398, 1
399, 0
400, 1
401, 0
402, 1
403, 0
404, 1
405, 0
406, 1
407, 1
408, 1
409, 1
410, 1
411, 0
412, 0
413, 1
414, 1
415, 1
416, 1
417, 1
418, 0
419, 1
420, 1
421, 1
422, 0
423, 1
424, 1
425, 1
426, 1
427, 0
428, 0
429, 1
430, 1
431, 0
432, 0
433, 0
434, 1
435, 1
436, 0
437, 1
438, 0
439, 1
440, 1
441, 1
442, 0
443, 1
444, 0
445, 1
446, 0
447, 1
448, 1
449, 1
450, 1
451, 1
452, 1
453, 0
454, 1
455, 0
456, 1
457, 1
458, 1
459, 1
460, 1
461, 1
462, 1
463, 1
464, 1
465, 1
466, 1
467, 1
468, 1
469, 1
470, 1
471, 0
472, 0
473, 0
474, 1
475, 1
476, 1
477, 1
478, 0
479, 0
480, 1
481, 1
482, 1
483, 1
484, 0
485, 0
486, 0
487, 1
488, 1
489, 1
490, 1
491, 0
492, 0
493, 1
494, 0
495, 1
496, 1
497, 0
498, 1
499, 1
500, 1
501, 1
502, 1
503, 1
504, 0
505, 1
506, 1
507, 1
508, 1
509, 0
510, 1
511, 1
512, 1
513, 1
514, 1
515, 1
516, 1
517, 1
518, 1
519, 1
520, 1
521, 0
522, 1
523, 1
524, 0
525, 0
526, 1
527, 0
528, 1
529, 1
530, 0
531, 1
532, 0
533, 1
534, 1
535, 0
536, 1
537, 1
538, 1
539, 1
540, 1
541, 1
542, 1
543, 1
544, 0
545, 1
546, 1
547, 0
548, 0
549, 0
550, 0
551, 0
552, 0
553, 0
554, 0
555, 0
556, 0
557, 0
558, 0
559, 0
560, 0
561, 0
562, 0
563, 0
564, 0
565, 0
566, 0
567, 0
568, 0
569, 0
570, 0
571, 0
572, 0
573, 0
574, 0
575, 0
576, 0
577, 0
578, 0
579, 0
580, 0
581, 0
582, 0
583, 0
584, 0
585, 0
586, 0
587, 0
588, 0
589, 0
590, 0
591, 0
592, 0
593, 0
594, 1
595, 1
596, 0
597, 0
598, 0
599, 0
600, 1
601, 0
602, 1
603, 1
604, 1
605, 1
606, 0
607, 1
608, 1
609, 0
610, 0
611, 0
612, 1
613, 1
614, 1
615, 1
616, 1
617, 0
618, 1
619, 1
620, 0
621, 0
622, 1
623, 1
624, 1
625, 1
626, 0
627, 1
628, 1
629, 0
630, 0
631, 0
632, 1
633, 0
634, 1
635, 0
636, 1
637, 1
638, 1
639, 1
640, 1
641, 1
642, 1
643, 1
644, 1
645, 1
646, 0
647, 1
648, 1
649, 0
650, 1
651, 1
652, 1
653, 1
654, 0
655, 1
656, 0
657, 1
658, 0
659, 1
660, 1
661, 0
662, 0
663, 1
664, 0
665, 1
666, 1
667, 1
668, 1
669, 1
670, 1
671, 0
672, 1
673, 1
674, 1
675, 0
676, 0
677, 1
678, 0
679, 0
680, 0
681, 0
682, 0
683, 0
684, 1
685, 1
686, 1
687, 0
688, 0
689, 0
690, 1
691, 1
692, 1
693, 1
694, 1
695, 1
696, 1
697, 0
698, 0
699, 0
700, 1
701, 1
702, 1
703, 0
704, 1
705, 1
706, 1
707, 0
708, 0
709, 1
710, 1
711, 1
712, 1
713, 0
714, 1
715, 1
716, 0
717, 1
718, 1
719, 1
720, 1
721, 0
722, 1
723, 0
724, 1
725, 1
726, 0
727, 0
728, 0
729, 1
730, 1
731, 0
732, 0
733, 0
734, 0
735, 0
736, 1
737, 1
738, 0
739, 0
740, 1
741, 1
742, 1
743, 0
744, 0
745, 1
746, 1
747, 0
748, 1
749, 1
750, 1
751, 1
752, 0
753, 0
754, 1
755, 0
756, 1
757, 0
758, 1
759, 1
760, 0
761, 0
762, 1
763, 1
764, 0
765, 1
766, 0
767, 1
768, 0
769, 0
770, 0
771, 1
772, 1
773, 0
774, 1
775, 1
776, 1
777, 0
778, 1
779, 1
780, 1
781, 1
782, 0
783, 1
784, 1
785, 0
786, 0
787, 0
788, 0
789, 0
790, 1
791, 1
792, 1
793, 0
794, 1
795, 0
796, 1
797, 0
798, 1
799, 1
800, 1
801, 1
802, 0
803, 1
804, 1
805, 0
806, 1
807, 0
808, 1
809, 1
810, 1
811, 0
812, 1
813, 1
814, 1
815, 0
816, 0
817, 0
818, 1
819, 1
820, 1
821, 1
822, 0
823, 1
824, 1
825, 0
826, 1
827, 1
828, 0
829, 0
830, 0
831, 1
832, 1
833, 0
834, 0
835, 0
836, 0
837, 1
838, 1
839, 1
840, 0
841, 1
842, 0
843, 1
844, 1
845, 1
846, 1
847, 1
848, 0
849, 1
850, 1
851, 0
852, 0
853, 1
854, 1
855, 1
856, 1
857, 0
858, 0
859, 1
860, 1
861, 0
862, 1
863, 1
864, 1
865, 1
866, 1
867, 1
868, 1
869, 0
870, 1
871, 1
872, 1
873, 1
874, 1
875, 0
876, 1
877, 1
878, 1
879, 1
880, 1
881, 0
882, 0
883, 1
884, 1
885, 1
886, 1
887, 0
888, 1
889, 1
890, 1
891, 0
892, 1
893, 0
894, 0
895, 0
896, 1
897, 0
898, 1
899, 1
900, 0
901, 0
902, 0
903, 0
904, 0
905, 1
906, 1
907, 1
908, 0
909, 1
910, 1
911, 1
912, 0
913, 0
914, 1
915, 1
916, 0
917, 0
918, 0
919, 1
920, 1
921, 1
922, 1
923, 1
924, 0
925, 1
926, 0
927, 1
928, 1
929, 0
930, 1
931, 1
932, 1
933, 0
934, 1
935, 1
936, 0
937, 1
938, 0
939, 1
940, 1
941, 1
942, 0
943, 1
944, 1
945, 0
946, 0
947, 1
948, 1
949, 1
950, 1
951, 1
952, 0
953, 1
954, 0
955, 1
956, 1
957, 1
958, 0
959, 1
960, 1
961, 0
962, 1
963, 0
964, 0
965, 0
966, 1
967, 0
968, 1
969, 1
970, 0
971, 0
972, 1
973, 1
974, 1
975, 0
976, 0
977, 1
978, 1
979, 0
980, 0
981, 0
982, 1
983, 0
984, 1
985, 1
986, 1
987, 1
988, 1
989, 0
990, 1
991, 1
992, 1
993, 1
994, 0
995, 0
996, 0
997, 0
998, 1
999, 1
1000, 1
1001, 0
1002, 0
1003, 0
1004, 0
1005, 1
1006, 1
1007, 1
1008, 1
1009, 1
1010, 1
1011, 1
1012, 1
1013, 1
1014, 0
1015, 1
1016, 1
1017, 0
1018, 1
1019, 0
1020, 0
1021, 0
1022, 0
1023, 1
1024, 0
1025, 0
1026, 0
1027, 0
1028, 1
1029, 1
1030, 1
1031, 1
1032, 1
1033, 1
1034, 0
1035, 1
1036, 0
1037, 0
1038, 0
1039, 1
1040, 1
1041, 1
1042, 1
1043, 1
1044, 0
1045, 1
1046, 1
1047, 1
1048, 1
1049, 0
1050, 0
1051, 1
1052, 1
1053, 1
1054, 1
1055, 1
1056, 1
1057, 0
1058, 1
1059, 1
1060, 0
1061, 1
1062, 1
1063, 1
1064, 1
1065, 1
1066, 0
1067, 0
1068, 1
1069, 0
1070, 1
1071, 0
1072, 0
1073, 0
1074, 0
1075, 1
1076, 1
1077, 1
1078, 1
1079, 0
1080, 1
1081, 0
1082, 1
1083, 1
1084, 1
1085, 1
1086, 0
1087, 1
1088, 1
1089, 0
1090, 1
1091, 0
1092, 1
1093, 0
1094, 0
1095, 1
1096, 1
1097, 1
1098, 1
1099, 1
1100, 1
1101, 1
1102, 1
1103, 0
1104, 1
1105, 1
1106, 1
1107, 0
1108, 0
1109, 0
1110, 0
1111, 1
1112, 1
1113, 1
1114, 1
1115, 1
1116, 1
1117, 1
1118, 0
1119, 1
1120, 0
1121, 1
1122, 1
1123, 1
1124, 0
1125, 1
1126, 1
1127, 1
1128, 0
1129, 1
1130, 1
1131, 0
1132, 1
1133, 1
1134, 0
1135, 1
1136, 1
1137, 0
1138, 1
1139, 1
1140, 0
1141, 1
1142, 0
1143, 1
1144, 1
1145, 0
1146, 1
1147, 1
1148, 0
1149, 1
1150, 1
1151, 0
1152, 0
1153, 1
1154, 1
1155, 1
1156, 1
1157, 1
1158, 0
1159, 1
1160, 0
1161, 0
1162, 0
1163, 0
1164, 0
1165, 1
1166, 1
1167, 0
1168, 0
1169, 0
1170, 0
1171, 1
1172, 0
1173, 1
1174, 1
1175, 0
1176, 1
1177, 0
1178, 0
1179, 0
1180, 0
1181, 0
1182, 0
1183, 1
1184, 0
1185, 0
1186, 1
1187, 1
1188, 1
1189, 0
1190, 0
1191, 1
1192, 0
1193, 1
1194, 1
1195, 1
1196, 0
1197, 0
1198, 0
1199, 1
1200, 1
1201, 0
1202, 0
1203, 0
1204, 0
1205, 0
1206, 0
1207, 1
1208, 1
1209, 0
1210, 0
1211, 1
1212, 1
1213, 0
1214, 1
1215, 1
1216, 1
1217, 0
1218, 1
1219, 0
1220, 0
1221, 0
1222, 0
1223, 0
1224, 1
1225, 0
1226, 0
1227, 0
1228, 0
1229, 1
1230, 1
1231, 1
1232, 1
1233, 0
1234, 0
1235, 1
1236, 1
1237, 0
1238, 1
1239, 1
1240, 1
1241, 0
1242, 1
1243, 1
1244, 1
1245, 1
1246, 1
1247, 1
1248, 1
1249, 1
1250, 1
1251, 1
1252, 0
1253, 1
1254, 1
1255, 1
1256, 1
1257, 1
1258, 1
1259, 1
1260, 0
1261, 0
1262, 1
1263, 1
1264, 1
1265, 0
1266, 1
1267, 0
1268, 1
1269, 0
1270, 1
1271, 0
1272, 0
1273, 0
1274, 1
1275, 1
1276, 0
1277, 1
1278, 1
1279, 1
1280, 1
1281, 1
1282, 1
1283, 0
1284, 1
1285, 1
1286, 1
1287, 1
1288, 0
1289, 1
1290, 1
1291, 0
1292, 1
1293, 1
1294, 1
1295, 1
1296, 1
1297, 0
1298, 1
1299, 0
1300, 1
1301, 1
1302, 1
1303, 0
1304, 0
1305, 1
1306, 0
1307, 0
1308, 0
1309, 1
1310, 0
1311, 1
1312, 0
1313, 1
1314, 1
1315, 1
1316, 1
1317, 1
1318, 0
1319, 0
1320, 0
1321, 1
1322, 0
1323, 1
1324, 1
1325, 0
1326, 0
1327, 1
1328, 0
1329, 1
1330, 1
1331, 0
1332, 1
1333, 1
1334, 0
1335, 0
1336, 1
1337, 1
1338, 0
1339, 0
1340, 1
1341, 1
1342, 1
1343, 0
1344, 1
1345, 0
1346, 1
1347, 1
1348, 1
1349, 0
1350, 0
1351, 1
1352, 1
1353, 0
1354, 0
1355, 1
1356, 1
1357, 0
1358, 1
1359, 0
1360, 1
1361, 1
1362, 1
1363, 1
1364, 0
1365, 0
1366, 0
1367, 1
1368, 1
1369, 1
1370, 0
1371, 0
1372, 0
1373, 0
1374, 1
1375, 1
1376, 1
1377, 1
1378, 0
1379, 1
1380, 1
1381, 0
1382, 1
1383, 0
1384, 0
1385, 1
1386, 1
1387, 0
1388, 1
1389, 1
1390, 1
1391, 1
1392, 1
1393, 1
1394, 0
1395, 0
1396, 1
1397, 1
1398, 1
1399, 1
1400, 1
1401, 0
1402, 1
1403, 0
1404, 1
1405, 0
1406, 1
1407, 0
1408, 1
1409, 0
1410, 1
1411, 0
1412, 1
1413, 0
1414, 1
1415, 1
1416, 0
1417, 0
1418, 1
1419, 0
1420, 0
1421, 0
1422, 0
1423, 1
1424, 1
1425, 1
1426, 0
1427, 0
1428, 1
1429, 0
1430, 0
1431, 0
1432, 1
1433, 1
1434, 0
1435, 0
1436, 1
1437, 1
1438, 1
1439, 0
1440, 0
1441, 1
1442, 1
1443, 1
1444, 0
1445, 1
1446, 0
1447, 1
1448, 0
1449, 1
1450, 0
1451, 0
1452, 1
1453, 0
1454, 1
1455, 1
1456, 0
1457, 0
1458, 1
1459, 1
1460, 1
1461, 0
1462, 0
1463, 0
1464, 1
1465, 1
1466, 1
1467, 0
1468, 1
1469, 0
1470, 0
1471, 0
1472, 0
1473, 0
1474, 1
1475, 1
1476, 0
1477, 1
1478, 1
1479, 0
1480, 1
1481, 0
1482, 1
1483, 0
1484, 0
1485, 1
1486, 1
1487, 1
1488, 1
1489, 0
1490, 0
1491, 1
1492, 1
1493, 0
1494, 1
1495, 1
1496, 0
1497, 1
1498, 0
1499, 0
1500, 0
1501, 0
1502, 1
1503, 1
1504, 0
1505, 1
1506, 1
1507, 1
1508, 1
1509, 1
1510, 0
1511, 0
1512, 1
1513, 1
1514, 0
1515, 0
1516, 0
1517, 0
1518, 1
1519, 1
1520, 1
1521, 1
1522, 1
1523, 1
1524, 1
1525, 1
1526, 1
1527, 1
1528, 0
1529, 1
1530, 0
1531, 1
1532, 1
1533, 0
1534, 0
1535, 0
1536, 0
1537, 0
1538, 1
1539, 0
1540, 0
1541, 0
1542, 1
1543, 1
1544, 1
1545, 0
1546, 1
1547, 0
1548, 1
1549, 1
1550, 1
1551, 0
1552, 1
1553, 1
1554, 0
1555, 0
1556, 0
1557, 1
1558, 0
1559, 1
1560, 1
1561, 1
1562, 0
1563, 0
1564, 1
1565, 0
1566, 0
1567, 1
1568, 1
1569, 1
1570, 1
1571, 1
1572, 0
1573, 0
1574, 1
1575, 1
1576, 0
1577, 1
1578, 1
1579, 0
1580, 0
1581, 0
1582, 1
1583, 1
1584, 0
1585, 1
1586, 1
1587, 1
1588, 1
1589, 0
1590, 0
1591, 0
1592, 0
1593, 1
1594, 1
1595, 1
1596, 0
1597, 0
1598, 1
1599, 0
1600, 1
1601, 0
1602, 1
1603, 1
1604, 1
1605, 0
1606, 1
1607, 1
1608, 0
1609, 1
1610, 1
1611, 1
1612, 1
1613, 0
1614, 1
1615, 1
1616, 0
1617, 0
1618, 0
1619, 0
1620, 1
1621, 1
1622, 1
1623, 0
1624, 1
1625, 0
1626, 1
1627, 0
1628, 1
1629, 0
1630, 0
1631, 1
1632, 1
1633, 1
1634, 1
1635, 0
1636, 1
1637, 0
1638, 1
1639, 1
1640, 1
1641, 1
1642, 0
1643, 1
1644, 1
1645, 0
1646, 1
1647, 0
1648, 1
1649, 1
1650, 1
1651, 1
1652, 0
1653, 1
1654, 0
1655, 1
1656, 1
1657, 1
1658, 1
1659, 1
1660, 0
1661, 1
1662, 1
1663, 1
1664, 1
1665, 1
1666, 1
1667, 1
1668, 0
1669, 0
1670, 0
1671, 1
1672, 1
1673, 1
1674, 1
1675, 1
1676, 1
1677, 0
1678, 0
1679, 1
1680, 1
1681, 0
1682, 0
1683, 1
1684, 0
1685, 0
1686, 1
1687, 1
1688, 0
1689, 1
1690, 0
1691, 1
1692, 0
1693, 1
1694, 1
1695, 1
1696, 0
1697, 1
1698, 1
1699, 1
1700, 0
